"","instream_PC1","instream_PC2","instream_PC3"
"1",1.70953402247506,-0.97353758509799,-1.4497634159966
"2",1.22160369237986,-2.78336234271357,-1.97455893125458
"3",0.731837461362402,-1.89064200368797,-1.92170308329202
"4",2.53404264257298,-1.17461167924977,-2.76471151980298
"5",0.975261292646221,-0.559245172975119,-1.58052891228945
"6",2.66182516682239,-3.56485326574529,-2.58774228933214
"7",1.67868461606335,-0.0217197596738839,-1.60980086269741
"8",0.99984996358741,0.34276114349917,-2.52388857417905
"9",0.835916054241159,0.719770768534086,-1.99712938877814
"10",-1.83488983967148,-2.24895236539203,0.670445059534446
"11",1.49644117575799,-0.418744149794237,-2.84738363847507
"12",-0.244171553725854,-1.73616009405268,0.290626292433305
"13",-3.69108004869014,-0.594601126173626,0.647656496735694
"14",1.17741976587382,0.167196932235241,0.117769577922752
"15",2.39096556909867,1.50415060003132,-0.237063961995531
"16",0.0581875857816673,-0.291998282761168,-0.579627604023889
"17",1.99264255372495,-1.21980356255371,0.360092108306669
"18",1.52697438033405,-2.00996009318561,-1.19988172965911
"19",2.5916844258824,-0.996244296614388,0.0350450063690294
"20",0.411203998312297,1.70241594818796,-0.0964919948971567
"21",0.368788842455581,1.79210385043852,-1.81330232643125
"22",-0.913460069818483,1.75595892938789,-1.28710552912229
"23",-1.54740334582451,1.01417699377388,-1.67090031223504
"24",-1.3185469959462,0.733528377171862,-0.958719597764445
"25",-0.0659175890433972,0.396426622252511,-1.15625464483082
"26",0.0231635517710156,4.22199420196851,0.824944947859002
"27",-1.4776411634076,0.970115104134897,0.430275080325544
"28",-1.42802049272669,0.900109461906523,2.65424329863932
"29",0.611565419593687,-1.41036408190456,0.592234195135713
"30",1.01511281276769,0.31511192805273,-0.324398589950685
"31",0.796159617133798,0.120054880140335,-0.305607709443272
"32",3.02059479504158,0.113497779306919,-1.72397142171937
"33",0.146124432419311,1.23871060922278,-1.43622450143482
"34",0.547919548119395,0.200810682033155,0.61031658223794
"35",2.01070541454858,2.39890374273853,1.3666887923824
"36",0.683885904863076,0.515952145308104,0.00184584752688535
"37",2.74119809423879,-0.545023983868397,-0.01796645096513
"38",-1.87135184717201,-1.93816111933725,-0.863579200354113
"39",1.13023498520119,-2.37414011302192,0.665599929429869
"40",-1.61304017669338,1.07675350103543,-1.64874968578895
"41",1.31012423216202,1.89674568490727,0.632640358180945
"42",2.7064508975831,-0.014256396050745,-0.467372815623986
"43",3.07058467824851,1.65730359210149,1.31285140539014
"44",2.23053914136536,-0.849585514154401,-2.72924300046415
"45",0.681099467913122,3.02139456519231,-1.77177994752796
"46",-0.635559274580494,1.40045798910522,0.968908908310971
"47",0.401587798964673,-2.13444631845883,-0.523066203978133
"48",1.19545845326667,-1.20063608484136,-0.463250242418895
"49",-0.247270752161335,-0.758817294151058,-1.20711260838454
"50",1.29632404771567,1.70602516462886,-0.306275286873906
"51",3.30428288390515,0.974001577857611,-0.271583237788818
"52",3.44485028263129,0.151787034704375,-0.411521732491104
"53",2.19031311054101,-3.02946024866112,1.28870152509698
"54",-3.63011765631718,-1.29052230400145,0.695135838602139
"55",0.953368312341848,-4.5787589573624,-0.717120070600286
"56",1.76604655313819,-0.406601441737714,0.834503818134014
"57",1.50818481455153,1.20248598495765,0.179562914938764
"58",1.77190967010867,0.842736056968477,-0.477006150145506
"59",-0.0173903781965323,3.11368570237711,-0.362010314742501
"60",-0.332845290804334,0.587751623795548,-0.997312832290734
"61",-1.82235912002631,-2.98186520872271,0.725271816780306
"62",-0.207576719040509,-1.2437921325058,0.268350146144966
"63",-0.214884423162847,-0.255515953462364,2.06834009808099
"64",-0.264702601724696,0.337756053775149,-0.782171554792168
"65",1.57185521305465,-0.53518914002128,0.0722096663266872
"66",2.97681102795422,-1.08384363874852,1.42961728796593
"67",2.58058728098344,0.858231338056495,0.0686761855746461
"68",-3.03032814185044,0.46015551030537,1.32243989465793
"69",-2.52906857853592,1.14677616880995,0.534751581894803
"70",-0.412176756506167,0.73056409969754,-3.12843095344547
"71",-3.33249550948095,-0.139041846979008,-0.601509355162008
"72",-2.18148409550424,1.22578001219514,-2.4458959206261
"73",-1.09785269934938,2.62754691921488,-1.5562059133821
"74",3.18090863723333,-0.68748231643253,2.59351057466162
"75",1.54328823540204,-0.0821853153789972,2.19221264844549
"76",0.908830310711656,1.77165100992061,1.23862696991623
"77",3.39978653812779,0.213786692297875,0.18642500335895
"78",-0.311173717782637,-0.0948307981725499,2.6571887677747
"79",1.89538101433928,0.488470409471377,0.566248467743203
"80",1.11843374853306,-0.125145806434013,1.37156787843375
"81",-0.17565188049699,0.292778579268724,-0.0163954056543139
"82",1.48819552397764,-0.276193434630555,0.638926761694648
"83",0.335682543218176,0.629102289790731,0.188075535109535
"84",-1.88077028744529,-0.488134614841259,1.26792387835598
"85",-1.22500208591294,0.715960799965988,-1.7798691017103
"86",-2.93926361056163,0.152435133855375,0.431920694820644
"87",-1.79948664959079,-1.76776002471303,0.89963046003159
"88",-0.722825906285575,-0.24832856126799,1.38884828342482
"89",0.183804786436588,0.228230360739974,-0.560443647535399
"90",-0.225400673267416,0.841010449273665,0.843092480048274
"91",-0.103247959028645,1.02015193225792,1.57746370817814
"92",-0.934576642945262,-1.96245786518932,1.53551785137423
"93",0.00354357158672786,-3.10456254524311,0.564685243408918
"94",-1.66915948138385,-1.04237143286125,1.9634132752867
"95",-1.36865329811304,1.67588563726886,0.355226098936612
"96",0.835724572370896,-0.629225221827549,1.82876568187109
"97",-4.17766781936142,-0.490639304091497,-0.669005704761087
"98",-2.4204852219042,-2.29095759854742,0.75527861755006
"99",-4.54751184334509,-0.639839462545313,-0.0955851296527117
"100",-4.04735009249978,-2.17837112129337,-0.307137883892905
"101",-2.53767092971402,-0.726648129314116,0.925266385369088
"102",-2.96262115715875,1.85080645770892,-0.0458920126431539
"103",-2.96411992010929,-3.8947032688598,0.217905005241846
"104",-4.22909620232806,-0.419295755950033,-0.461912658775141
"105",1.11102095185585,-1.0341815094322,-1.08413605189264
"106",-1.41841866243787,1.25105785944767,-1.56964073655221
"107",-3.07070073319028,-0.114019754406826,-2.40775859421276
"108",-3.67853897802642,-0.561412710141508,-0.187448746035802
"109",3.17464820033768,-1.08833739339003,-0.897013423121197
"110",0.0663218695873718,-0.208022912439385,0.928609538562559
"111",-0.635139418637538,-0.0963978109752407,1.26080997423447
"112",0.436475841810141,1.43121851151057,0.342906570796153
"113",0.354250065040612,-0.102001091986949,0.566898187653607
"114",-3.0019351858015,1.75142170391968,0.785717266607293
"115",-1.20621155566422,1.90119459149701,0.728440774586313
"116",-2.06506455030061,-0.204050572162338,0.383958994602204
"117",-0.452617284562939,-2.06152250613478,0.764366635345977
"118",-0.679785354273213,-0.0366136360504282,-1.17095492571776
"119",-0.162800418961088,1.1364355932174,-0.520698209908739
"120",-0.437165767694318,1.24978500503165,-1.03800278273831
"121",0.10990549479213,-1.36318569295891,-0.0963162592904442
"122",1.40433972979068,0.745695163122515,1.45516527993044
"123",0.753222505868444,1.67294801333705,0.0785316903815034
"124",2.74063021114238,-0.522968071318978,1.36851976834227
"125",1.39015490208235,2.48762409386462,3.14174307931614
"126",2.74381172025153,-1.29505612233708,0.328152176354087
"127",1.59135761084825,-1.10207719224949,0.745110029086262
"128",1.18791397014227,-1.61861758867691,1.2946624569827
"129",-0.823942163401738,1.19023289972482,2.51224173442625
"130",-3.77897074663107,-0.999381289933211,0.915004748619868
"131",-1.73139946024791,1.85972581706214,0.0761087859403592
"132",-2.33135308463726,1.20529179358072,0.308561746969132
"133",-0.296844692567918,1.38201327154373,0.254248365067247
"134",1.73992010109357,0.226013521907466,5.80595108395088
"135",1.05551352954191,2.83066651655049,0.0188304025264236
"136",-1.48707226009762,1.42801250747002,-1.58159465901401
"137",-0.530135381066412,1.68935444924714,-1.14640236963474
"138",-2.81150564022614,-0.649214354015582,-0.489871902041746
